GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,TRUSTA,RES_ONLYA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,RP7E001
"G06007700054044","2005-2009",,,"California","06","San Joaquin County","077",,,"005404","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 54.04, San Joaquin County, California",915
"G06007700054045","2005-2009",,,"California","06","San Joaquin County","077",,,"005404","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 54.04, San Joaquin County, California",625
"G06007700055001","2005-2009",,,"California","06","San Joaquin County","077",,,"005500","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 55, San Joaquin County, California",710
"G06007700055002","2005-2009",,,"California","06","San Joaquin County","077",,,"005500","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 55, San Joaquin County, California",391
"G06007700055003","2005-2009",,,"California","06","San Joaquin County","077",,,"005500","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 55, San Joaquin County, California",392
"G06007900100001","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010000","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 100, San Luis Obispo County, California",1519
"G06007900100002","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010000","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 100, San Luis Obispo County, California",1674
"G06007900100003","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010000","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 100, San Luis Obispo County, California",774
"G06007900100004","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010000","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 100, San Luis Obispo County, California",594
"G06007900101001","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010100","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 101, San Luis Obispo County, California",946
"G06007900101002","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010100","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 101, San Luis Obispo County, California",623
"G06007900101003","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010100","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 101, San Luis Obispo County, California",518
"G06007900101004","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010100","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 101, San Luis Obispo County, California",910
"G06007900101005","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010100","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 101, San Luis Obispo County, California",664
"G06007900102011","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010201","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 102.01, San Luis Obispo County, California",1489
"G06007900102012","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010201","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 102.01, San Luis Obispo County, California",1123
"G06007900102021","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010202","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 102.02, San Luis Obispo County, California",724
"G06007900102022","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010202","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 102.02, San Luis Obispo County, California",1255
"G06007900102031","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010203","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 102.03, San Luis Obispo County, California",1039
"G06007900102032","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010203","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 102.03, San Luis Obispo County, California",1122
"G06007900102033","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010203","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 102.03, San Luis Obispo County, California",1373
"G06007900103001","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010300","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 103, San Luis Obispo County, California",951
"G06007900103002","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010300","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 103, San Luis Obispo County, California",126
"G06007900103003","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010300","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 103, San Luis Obispo County, California",1095
"G06007900103004","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010300","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 103, San Luis Obispo County, California",1283
"G06007900103005","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010300","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 103, San Luis Obispo County, California",330
"G06007900104001","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010400","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 104, San Luis Obispo County, California",1720
"G06007900104002","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010400","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 104, San Luis Obispo County, California",1433
"G06007900104003","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010400","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 104, San Luis Obispo County, California",891
"G06007900105001","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010500","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 105, San Luis Obispo County, California",445
"G06007900105002","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010500","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 105, San Luis Obispo County, California",1034
"G06007900105003","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010500","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 105, San Luis Obispo County, California",294
"G06007900105004","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010500","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 105, San Luis Obispo County, California",614
"G06007900105005","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010500","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 105, San Luis Obispo County, California",699
"G06007900105006","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010500","6",,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 105, San Luis Obispo County, California",964
"G06007900105007","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010500","7",,,,,,,,,,,,,,,,,,,,,,"Block Group 7, Census Tract 105, San Luis Obispo County, California",1696
"G06007900106001","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010600","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 106, San Luis Obispo County, California",293
"G06007900106002","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010600","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 106, San Luis Obispo County, California",944
"G06007900106003","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010600","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 106, San Luis Obispo County, California",625
"G06007900106004","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010600","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 106, San Luis Obispo County, California",745
"G06007900106005","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010600","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 106, San Luis Obispo County, California",521
"G06007900107011","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010701","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 107.01, San Luis Obispo County, California",756
"G06007900107012","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010701","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 107.01, San Luis Obispo County, California",756
"G06007900107013","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010701","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 107.01, San Luis Obispo County, California",527
"G06007900107021","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010702","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 107.02, San Luis Obispo County, California",330
"G06007900107022","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010702","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 107.02, San Luis Obispo County, California",938
"G06007900107023","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010702","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 107.02, San Luis Obispo County, California",716
"G06007900107024","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010702","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 107.02, San Luis Obispo County, California",363
"G06007900107025","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010702","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 107.02, San Luis Obispo County, California",634
"G06007900107031","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010703","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 107.03, San Luis Obispo County, California",767
"G06007900107032","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010703","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 107.03, San Luis Obispo County, California",733
"G06007900108001","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010800","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 108, San Luis Obispo County, California",303
"G06007900108002","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010800","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 108, San Luis Obispo County, California",327
"G06007900108003","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010800","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 108, San Luis Obispo County, California",555
"G06007900109011","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010901","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 109.01, San Luis Obispo County, California",1192
"G06007900109012","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010901","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 109.01, San Luis Obispo County, California",12
"G06007900109013","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010901","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 109.01, San Luis Obispo County, California",249
"G06007900109021","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010902","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 109.02, San Luis Obispo County, California",254
"G06007900109022","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010902","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 109.02, San Luis Obispo County, California",552
"G06007900109023","2005-2009",,,"California","06","San Luis Obispo County","079",,,"010902","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 109.02, San Luis Obispo County, California",1194
"G06007900110001","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011000","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 110, San Luis Obispo County, California",514
"G06007900110002","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011000","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 110, San Luis Obispo County, California",542
"G06007900110003","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011000","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 110, San Luis Obispo County, California",237
"G06007900110004","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011000","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 110, San Luis Obispo County, California",306
"G06007900110005","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011000","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 110, San Luis Obispo County, California",681
"G06007900110006","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011000","6",,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 110, San Luis Obispo County, California",831
"G06007900110007","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011000","7",,,,,,,,,,,,,,,,,,,,,,"Block Group 7, Census Tract 110, San Luis Obispo County, California",250
"G06007900111011","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011101","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 111.01, San Luis Obispo County, California",682
"G06007900111012","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011101","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 111.01, San Luis Obispo County, California",883
"G06007900111013","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011101","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 111.01, San Luis Obispo County, California",521
"G06007900111021","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011102","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 111.02, San Luis Obispo County, California",697
"G06007900111022","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011102","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 111.02, San Luis Obispo County, California",572
"G06007900111023","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011102","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 111.02, San Luis Obispo County, California",564
"G06007900111024","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011102","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 111.02, San Luis Obispo County, California",704
"G06007900111031","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011103","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 111.03, San Luis Obispo County, California",1297
"G06007900112001","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011200","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 112, San Luis Obispo County, California",999
"G06007900112002","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011200","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 112, San Luis Obispo County, California",432
"G06007900112003","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011200","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 112, San Luis Obispo County, California",244
"G06007900112004","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011200","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 112, San Luis Obispo County, California",945
"G06007900112005","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011200","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 112, San Luis Obispo County, California",520
"G06007900113001","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011300","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 113, San Luis Obispo County, California",213
"G06007900113002","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011300","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 113, San Luis Obispo County, California",634
"G06007900113003","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011300","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 113, San Luis Obispo County, California",412
"G06007900113004","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011300","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 113, San Luis Obispo County, California",326
"G06007900113005","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011300","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 113, San Luis Obispo County, California",1558
"G06007900114001","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011400","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 114, San Luis Obispo County, California",0
"G06007900115011","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011501","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 115.01, San Luis Obispo County, California",786
"G06007900115021","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011502","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 115.02, San Luis Obispo County, California",1325
"G06007900115022","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011502","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 115.02, San Luis Obispo County, California",0
"G06007900115023","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011502","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 115.02, San Luis Obispo County, California",50
"G06007900116001","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011600","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 116, San Luis Obispo County, California",264
"G06007900116002","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011600","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 116, San Luis Obispo County, California",285
"G06007900116003","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011600","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 116, San Luis Obispo County, California",680
"G06007900116004","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011600","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 116, San Luis Obispo County, California",671
"G06007900117001","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011700","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 117, San Luis Obispo County, California",1413
"G06007900117002","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011700","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 117, San Luis Obispo County, California",581
"G06007900117003","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011700","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 117, San Luis Obispo County, California",824
"G06007900117004","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011700","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 117, San Luis Obispo County, California",726
"G06007900117005","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011700","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 117, San Luis Obispo County, California",2304
"G06007900118001","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011800","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 118, San Luis Obispo County, California",668
"G06007900118002","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011800","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 118, San Luis Obispo County, California",993
"G06007900118003","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011800","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 118, San Luis Obispo County, California",294
"G06007900118004","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011800","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 118, San Luis Obispo County, California",354
"G06007900118005","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011800","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 118, San Luis Obispo County, California",683
"G06007900119011","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011901","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 119.01, San Luis Obispo County, California",705
"G06007900119012","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011901","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 119.01, San Luis Obispo County, California",756
"G06007900119021","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011902","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 119.02, San Luis Obispo County, California",596
"G06007900119022","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011902","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 119.02, San Luis Obispo County, California",564
"G06007900119023","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011902","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 119.02, San Luis Obispo County, California",931
"G06007900119024","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011902","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 119.02, San Luis Obispo County, California",730
"G06007900119025","2005-2009",,,"California","06","San Luis Obispo County","079",,,"011902","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 119.02, San Luis Obispo County, California",636
"G06007900120001","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012000","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 120, San Luis Obispo County, California",478
"G06007900120002","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012000","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 120, San Luis Obispo County, California",991
"G06007900120003","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012000","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 120, San Luis Obispo County, California",894
"G06007900120004","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012000","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 120, San Luis Obispo County, California",962
"G06007900121001","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012100","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 121, San Luis Obispo County, California",658
"G06007900121002","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012100","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 121, San Luis Obispo County, California",904
"G06007900121003","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012100","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 121, San Luis Obispo County, California",634
"G06007900121004","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012100","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 121, San Luis Obispo County, California",460
"G06007900122001","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012200","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 122, San Luis Obispo County, California",574
"G06007900122002","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012200","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 122, San Luis Obispo County, California",635
"G06007900122003","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012200","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 122, San Luis Obispo County, California",877
"G06007900122004","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012200","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 122, San Luis Obispo County, California",694
"G06007900123011","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012301","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 123.01, San Luis Obispo County, California",158
"G06007900123012","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012301","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 123.01, San Luis Obispo County, California",635
"G06007900123013","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012301","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 123.01, San Luis Obispo County, California",1013
"G06007900123014","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012301","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 123.01, San Luis Obispo County, California",199
"G06007900123015","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012301","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 123.01, San Luis Obispo County, California",326
"G06007900123016","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012301","6",,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 123.01, San Luis Obispo County, California",1094
"G06007900123017","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012301","7",,,,,,,,,,,,,,,,,,,,,,"Block Group 7, Census Tract 123.01, San Luis Obispo County, California",236
"G06007900123021","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012302","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 123.02, San Luis Obispo County, California",1035
"G06007900123022","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012302","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 123.02, San Luis Obispo County, California",411
"G06007900123023","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012302","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 123.02, San Luis Obispo County, California",628
"G06007900124011","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012401","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 124.01, San Luis Obispo County, California",652
"G06007900124012","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012401","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 124.01, San Luis Obispo County, California",345
"G06007900124013","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012401","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 124.01, San Luis Obispo County, California",1107
"G06007900124021","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012402","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 124.02, San Luis Obispo County, California",1972
"G06007900124022","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012402","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 124.02, San Luis Obispo County, California",1197
"G06007900125011","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012501","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 125.01, San Luis Obispo County, California",716
"G06007900125012","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012501","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 125.01, San Luis Obispo County, California",499
"G06007900125013","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012501","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 125.01, San Luis Obispo County, California",795
"G06007900125021","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012502","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 125.02, San Luis Obispo County, California",685
"G06007900125022","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012502","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 125.02, San Luis Obispo County, California",503
"G06007900125023","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012502","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 125.02, San Luis Obispo County, California",1094
"G06007900125031","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012503","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 125.03, San Luis Obispo County, California",501
"G06007900125032","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012503","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 125.03, San Luis Obispo County, California",1803
"G06007900126001","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012600","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 126, San Luis Obispo County, California",610
"G06007900126002","2005-2009",,,"California","06","San Luis Obispo County","079",,,"012600","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 126, San Luis Obispo County, California",676
